rank,trail_name,location,breadcrumbs,difficulty,rating,num_reviews,route_type,length,high,low,gmaps_link,description,photo
143,"
        Galactic Scheisse
    ","Squamish, BC","Vancouver Coast and Mountains,Squamish",Difficult,4.0,1,Point to Point,6.0,"
    994","
    366","https://maps.google.com/?daddr=49.779249,-123.088948","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
138,"
        Harmony Meadows
    ","Whistler, BC","Vancouver Coast and Mountains,Whistler",Difficult,4.0,1,Point to Point,1.3,"
    1,845","
    1,765","https://maps.google.com/?daddr=50.06298,-122.937195","<div class=""mb-1"">
        Needs summary and description.
    </div>",
148,"
        Fitzsimmons Lookout Loop
    ","Whistler, BC","Vancouver Coast and Mountains,Whistler,Blackcomb Mountain",Intermediate,4.0,1,Out and Back,0.2,"
    1,917","
    1,908","https://maps.google.com/?daddr=50.090623,-122.898882","<div class=""mb-1"">
        <div class=""trail-contacts"">
                <p><strong>Land Manager: </strong> <a data-gtm-id=""manager-external-link"" target=""_blank"" href=""http://www.whistlerblackcomb.com/"">Whistler Blackcomb</a></p>
    </div>    </div>",
137,"
        Big Cedar Trail
    ","North Vancouver, BC","Vancouver Coast and Mountains,North Shore,Mount Fromme",Intermediate,4.0,1,Point to Point,4.4,"
    461","
    306","https://maps.google.com/?daddr=49.362451,-123.038984","<div class=""mb-1"">
        This trail is easy to find—start up the <a href=""https://www.hikingproject.com/trail/7054349/grouse-mountain-highway"">Grouse Mountain Highway</a> then turn right about 50m before the first switchback onto the well-signed Big Cedar Trail. <br>
<br>
Follow the reflective markers through the forest to the first checkpoint—a large cedar stump about 1.5 km into the hike. <br>
<br>
The markers continue to an enormous ~3m cedar about 1 km later. Continue along the technical, but otherwise well-signed route to the impressive Kennedy Falls.
    </div>",
149,"
        Glacier's Toe Trail and Battleship Viewpoint
    ","Nelson, BC","BC Rockies,Kokanee Glacier Provincial Park",Difficult,4.0,1,Point to Point,2.2,"
    2,635","
    2,020","https://maps.google.com/?daddr=49.768261,-117.178626","<div class=""mb-1"">
        Starting from the Kaslo Lake campground, skirt the lake on the east side on the well-marked trail. At a signpost, turn east towards Slocan Chief cabin (now a museum) for about 1.5 km. On reaching the cabin, take the signed trail to the ""toe of the glacier"" and proceed to climb. As the trail braids and fades in and out on the scree, keep to the east side of the creek and glacier ""toe"", west side of the large rock outcropping called the Battleship. There is no climbing involved if one approaches the summit from the top of the glacier but any other approach seems extremely steep and inaccessible.
    </div>",https://cdn2.apstatic.com/photos/hike/7076776_medium_1612569331.jpg
136,"
        East Canyon Trail
    ","Maple Ridge, BC","Vancouver Coast and Mountains,Vancouver Metro,Golden Ears Provincial Park",Intermediate/Difficult,4.0,1,Point to Point,9.8,"
    325","
    150","https://maps.google.com/?daddr=49.332552,-122.458259","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
135,"
        Alpine Loop
    ","Whistler, BC","Vancouver Coast and Mountains,Whistler,Blackcomb Mountain",Easy,4.0,1,Loop,1.6,"
    1,935","
    1,868","https://maps.google.com/?daddr=50.09604,-122.899772","<div class=""mb-1"">
        The one-way Alpine Loop acts as a nice warm-up or short loop from the Blackcomb or Peak 2 Peak Gondolas. Visitors will find an easy gravel path that connects to the extended network of trails. The views are good, though not as good as those found further ahead. If you're only hiking this loop, consider adding in the short but rougher Fitzsimmons Loop.
    </div>",
131,"
        Overlord Trail
    ","Whistler, BC","Vancouver Coast and Mountains,Whistler,Blackcomb Mountain",Intermediate,4.0,1,Point to Point,3.8,"
    1,943","
    1,825","https://maps.google.com/?daddr=50.090381,-122.898137","<div class=""mb-1"">
        The multi-directional Overlord Trail starts where the <a href=""https://www.hikingproject.com/trail/7084488/alpine-loop"">Alpine Loop</a> begins to turn back and traverse for over two miles to reach the end of the Decker Loop next to Decker Tarn (a small mountain lake). There are some rougher spots along the way, but most of the challenge is due to the altitude. Along the way the views seem to get better and better as hikers pass wildflowers and views of the mountains, forests, and glaciers the area is known for.
    </div>",
146,"
        Rearguard Falls
    ","Valemount, BC","BC Rockies,Valemount",Easy,4.0,1,Point to Point,0.4,"
    786","
    760","https://maps.google.com/?daddr=52.9752,-119.364111","<div class=""mb-1"">
        The Rearguard Falls trail starts from a well-marked parking area along the Yellowhead Highway (Hwy 16), a short ways west of the Mt. Robson Visitor Center. Heading downhill from the parking lot through the thick forest, the trail bends right. Almost immediately after the bend is the viewing platform, a sturdy, well-fenced platform just above Rearguard Falls. After marveling at the power of the falls and the beauty of the Fraser River, return to the parking area the way you came.
    </div>",https://cdn2.apstatic.com/photos/hike/7062368_medium_1566860079.jpg
125,"
        Upper Shinglebolt Trail
    ","West Vancouver, BC","Vancouver Coast and Mountains,North Shore",Intermediate,4.0,1,Point to Point,0.9,"
    198","
    55","https://maps.google.com/?daddr=49.354195,-123.113256","<div class=""mb-1"">
        The trail climbs from the Pipeline trail up the West side bank of the Canyon climbing to the peak of the park where it intersects the <a href=""https://www.hikingproject.com/trail/7039808/baden-powell-trail"">Baden Powell Trail</a>. <br>
<br>
The route starts with a steep climb from the valley floor cross the Capilano Pacific trail after a few hundred meters.  The climb gets progressively steeper and at the 500 m mark has a rough wooden staircase.  The route splits in two at this point, turn right to exit to the dam.  Turn left for the remainder of the climb, descending a six or eight-foot high root scramble and then climbing a second set of rough wooden stairs before finishing at the Baden Powell intersection.
    </div>",
128,"
        Admiralty Trail
    ","West End, BC","Vancouver Coast and Mountains,Vancouver Metro,Pacific Spirit Regional Park",Easy,4.0,1,Point to Point,1.5,"
    28","
    15","https://maps.google.com/?daddr=49.278958,-123.243674","<div class=""mb-1"">
        A tooty trail along the top of a cliff overlooking Spanish banks and the Pacific Ocean.
    </div>",
130,"
        Hollyburn Peak Trail
    ","West Vancouver, BC","Vancouver Coast and Mountains,North Shore,Cypress Provincial Park",Difficult,4.0,1,Point to Point,1.9,"
    1,315","
    1,075","https://maps.google.com/?daddr=49.392227,-123.180217","<div class=""mb-1"">
        The trail climbs quite gradually at first through the alpine forest. As it nears its terminus, the trail becomes quite steep and you may need to look quite closely for the trail markers early in the season.  Additionally, there are a couple of short scrambles to reach the peak. The peak itself offers beautiful views over the city and the Lions as a reward. <br>
<br>
The trail is well used during the summer for hikers, and you'll likely meet a number of people on the trail on nice days.
    </div>",
124,"
        Half Note Trail
    ","Whistler, BC","Vancouver Coast and Mountains,Whistler",Difficult,4.0,1,Point to Point,1.0,"
    2,079","
    1,971","https://maps.google.com/?daddr=50.049167,-122.947706","<div class=""mb-1"">
        Needs summary and description.
    </div>",
141,"
        Great Divide Trail - Collie Creek Alternate Route
    ","Golden, BC","BC Rockies,Golden",Difficult,4.0,1,Point to Point,5.5,"
    1,635","
    1,228","https://maps.google.com/?daddr=51.678202,-116.69756","<div class=""mb-1"">Resources regularly updated with the latest conditions and other information are:<br>
- GDTA website <a rel=""nofollow"" target=""_blank"" href=""http://www.greatdividetrail.com"">www.greatdividetrail.com</a><br>
- Dustin Lynx book <a rel=""nofollow"" target=""_blank"" href=""https://rmbooks.com/book/hiking-canadas-great-divide-trail-3rd-edition"">""Hiking Canada's Great Divide Trail""</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""https://atlasguides.com/great-divide-trail/"">GDT App</a><br>
- Ryan Silk's <a rel=""nofollow"" target=""_blank"" href=""https://sites.google.com/ryansilk.com/maps"">GDT Map Atlas</a><br>
- <a rel=""nofollow"" target=""_blank"" href=""http://gemtrek.com"">Gem Trek maps</a></div>",https://cdn2.apstatic.com/photos/hike/7067321_medium_1582499212.jpg
122,"
        South Needle Trail
    ","North Vancouver, BC","Vancouver Coast and Mountains,North Shore,Lower Seymour Conservation Reserve",Very Difficult,4.0,1,Point to Point,3.4,"
    1,134","
    895","https://maps.google.com/?daddr=49.381607,-123.019301","<div class=""mb-1"">No water sources along this trail.</div>",
140,"
        Crossover Trail
    ","West Vancouver, BC","Vancouver Coast and Mountains,North Shore",Difficult,4.0,1,Point to Point,1.8,"
    662","
    530","https://maps.google.com/?daddr=49.362012,-123.145856","<div class=""mb-1"">
        Starting from the <a href=""https://www.hikingproject.com/trail/7005039/brothers-creek-fire-road"">Brothers Creek Fire Road</a> the Crossover trail rises and falls as you cross multiple streams and creeks on the Eastern slopes of Hollyburn Mountain.  The trail is hard to follow in places, it was once clear and distinct, but some neglect has seen nature reclaim the path in certain areas.  Wherever the trail is indistinct or multiples exist, make sure to look for the orange diamonds about 10 feet up on the trees.  After <a href=""https://www.hikingproject.com/trail/7005042/brothers-creek-trail"">Brothers Creek Trail</a>, the going gets a bit easier, as the trail is now part of a nature walk.  The terminus of the trail is the 1100-year-old Hollyburn Fir.
    </div>",https://cdn2.apstatic.com/photos/hike/7004306_medium_1554244611.jpg
142,"
        Slocan Chief Cabin Trail
    ","Nelson, BC","BC Rockies,Kokanee Glacier Provincial Park",Intermediate,4.0,1,Point to Point,1.2,"
    2,039","
    1,966","https://maps.google.com/?daddr=49.770721,-117.190709","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",https://cdn2.apstatic.com/photos/hike/7076775_medium_1612569211.jpg
123,"
        Salish Trail
    ","Vancouver, BC","Vancouver Coast and Mountains,Vancouver Metro,Pacific Spirit Regional Park",Easy,4.0,1,Point to Point,6.6,"
    110","
    22","https://maps.google.com/?daddr=49.236464,-123.201498","<div class=""mb-1"">
        Like all trails in Pacific Spirit Park, it is wide, comfortable, and fast.
    </div>",
