attraction_name,attraction_rating,attraction_category,num_reviews,rank_in_city,photo,about,suggested_duration
Stephanie Gauvin Art Gallery,5.0,Art Galleries,2,#6 of 13 things to do in Rossland,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0b/61/ab/6e/ryan-flett.jpg),,< 1 hour
Chase Creek Falls,4.5,Waterfalls,3,#9 of 13 things to do in Chase,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/17/aa/29/68/20190525-174516-largejpg.jpg),,
Loudmouth Brewing,4.5,Breweries,6,#25 of 60 things to do in Abbotsford,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/19/e8/1d/67/photo0jpg.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Stopped here for a beer. Host was very welcoming and chatty. We had a flight of nice beers and some mini doughnuts. Nice beer place that seems to have a good food menu too. Definitely would come again if we’re in the area.</span></div>",1-2 hours
Old Victoria Custom House,4.0,Historic Sites • Points of Interest & Landmarks • Architectural Buildings,7,#94 of 146 things to do in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0f/09/cc/b4/building.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Historic structure located on Wharf Street, just on the Inner Harbour area. Nice little lookout area located on one side of the building, worth taking taking a stroll in the beautiful area of Old Town area.</span></div>",< 1 hour
Commonwealth Place,4.5,Sports Complexes,7,#82 of 146 things to do in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1b/cc/85/26/50m-pool-from-pool-deck.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Commonwealth Place, as the name suggests, is a leisure centre in Victoria named built for the Commonwealth Games.  It is open to the public year round.  It features amazing Olympic size swimming pools plus the usual diving boards, etc.  But it also features a wave pool, a huge kiddies centre and, in addition to the pools, has a complete fitness centre.  It also offers lessons in arts and crafts and other stuff.  Great for the family, great for the kids, great for fitness and other things, too.</span></div>",More than 3 hours
Sumas Mountain Inter-Regional Park,4.5,State Parks • Nature & Wildlife Areas,10,#24 of 60 things to do in Abbotsford,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/19/4a/60/photo0jpg.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">The summer hours have just commenced , so open 9 to 9 now and quite a few folk driving in on the Park Forest access road but we stopped after a few miles (it is 5 miles to summit) as we had an ordinary saloon not a high off ground vehicle and the road is very rough in places. But rewarding views, and great trees.</span></div>",1-2 hours
Powell Beach,5.0,Beaches,8,#23 of 40 things to do in Summerland,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/89/3b/68/powell-beach.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Spent an afternoon with a friend walking and talking...Lovely grassy areas, pebble beach, great bicycle trails nearby...<br></span></div>",
Uplands Park,4.0,Parks,9,#86 of 146 things to do in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0e/fc/51/04/the-roll-of-honour.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Uplands Park is a nice undeveloped park with unmarked trails. I enjoy that sort of walk, even when the trails are not in great shape. The Park makes for some pleasant walking around although you'll quickly find yourself facing some suburban streets.<br><br>You'll find the War Memorial at the Beach Drive side of it. <br><br>There is no parking so you would park at Cattle Point and cross the road. <br><br>Expect to meet people with off-leash dogs.</span></div>",
Rotary Park,4.5,Parks • Playgrounds,2,#16 of 19 things to do in Fernie,,,< 1 hour
Reiswig Regional Park,4.5,Parks,7,#17 of 25 things to do in Lake Country,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0a/50/63/3d/great-view-looking-toward.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Reiswig is adjoined by Beasley Park, Beasley contains a soccer field that often has an open concession stand and a covered gazebo and playground. Right beside it is Reiswig Park which is located right on the shores of Wood Lake. Reiswig has a beach and a large picnic/grassy area. This area is great for families to spend the day in and enjoy the views of lake country, the warm waters of Wood Lake and to be able to run around through the beach and park. There is a washroom on site, a walking trail and a volleyball court.</span></div>",
Trail Visitor Centre at the Trail Riverfront Centre,5.0,Visitor Centres • Libraries • History Museums,5,#6 of 14 things to do in Trail,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/19/09/b8/c5/the-trail-riverfront.jpg),"<div class=""WlYyy diXIH dDKKM"">Attractions</div>",1-2 hours
Beaver Creek Provincial Park,4.0,Parks,10,#8 of 14 things to do in Trail,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/1a/fc/f4/camping-along-the-columbia.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">The campground at Beaver Creek Provincial Park is rustic with pit toilets, standpipe water and gravel road in the loop. There was a shower available about a mile away in the day use area.  We found a campsite right along the Columbia River and enjoyed the view.  On a road trip is was just what we needed for an overnight stay.</span></div>",
Hambleton Galleries,5.0,Art Galleries,8,#57 of 97 things to do in Kelowna,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/14/f2/59/18/a-freshly-hung-gallery.jpg),"<div class=""WlYyy diXIH dDKKM"">Restaurants</div>",< 1 hour
The Wine Factory,5.0,Wineries & Vineyards,1,#24 of 38 things to do in New Westminster,,,< 1 hour
Hoof Prints Barnyard,5.0,Farms,14,#51 of 97 things to do in Kelowna,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0b/98/da/ac/photo1jpg.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Our first visit here was actually to volunteer and we had a blast! This is clearly a hit with people of all ages. Everyone has a smile on their face as they enjoy time spent petting all of the animals. I'm partial to the jersey cows, but the goats and pigs are awesome as well!</span></div>",2-3 hours
Hornby Island Estate Winery,4.5,Wineries & Vineyards,4,#11 of 14 things to do in Hornby Island,,,
MV Tarahne,4.5,Historic Sites • Points of Interest & Landmarks • Ships,11,#2 of 6 things to do in Atlin,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/2e/78/3b/mv-tarahne-lake-boat.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">When in Atlin, make sure to walk the lovely Pearl Avenue toward the shore of Atlin Lake and check out this historic propeller boat. Built in the 1920s, it was once a popular tourist cruise liner that got eventually decommissioned in the 1930s during the Great Depression. Standing proudly at the lake shore, with the mountains and glacier behind it, it makes up that wonderful “Switzerland-like” view that Atlin is so famous for. <br>The boat cannot be toured and can only be viewed from outside. Don’t miss it!</span></div>",< 1 hour
Tsawwassen Quay Market,4.0,Flea & Street Markets • Farmers Markets,2,#19 of 27 things to do in Delta,,,1-2 hours
Delta Museum,4.0,Speciality Museums,8,#15 of 27 things to do in Delta,,"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Albeit ""neat"" it is very local and makes more sense to people who have lived in Delta or are on a return trip to the area. When visiting make sure you go down to the ""jail"" and ""morgue"". <br>The museum is nested in the historic village of Ladner with some charming buildings and scenery. Make sure you walk around a couple of blocks in all directions to really appreciate the lovely area.</span></div>",
PNE - Pacific National Exhibition,3.5,Amusement & Theme Parks,216,#97 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0e/6d/c3/bd/pne-pacific-national.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">I've been going to the PNE for 7 years, but now it's too crowded, too expensive, and not worth it. <br><br>We went to the PNE on a weekday at about 6pm to go to the free concert that started at 8pm (gates open at 6:30pm). There are reserved seats for the concerts which cost $, so we were ok to stand for free. I went inside at 6:30pm while my husband got us dinner. At about 6:45pm they said that they weren't letting anyone else into the concert at all--even if they had family members or children inside saving them a seat. <br><br>I talked to 3 security guards,and was told the venue was at capacity (even though there was plenty of standing room).They said nobody was being let in without a re-entry stamp--but again there was LOTS of room still. <br><br>I understand that they have to follow firecode, but there were no signs posted at the PNE entrance or concert gate that warned guests that their families might be seperated without notice or that they needed re-entry stamps. The staff didn't seem to care at all that they were seperating families that couldn't find each other in a huge crowd.<br><br>I entered the gates 1.5 hours before the ""free"" concert and ended up leaving 15 minutes before it started because they wouldn't let my husband inside even though there was room. I saw lots of families leaving the concert simply because half of the family was inside and half was outside and couldn't get into the concert.<br><br>Furthermore, cell phone reception inside the concert and the PNE was horrible--families should set up a meeting spot ahead of time becaues texts and calls didn't go through.<br><br>I understand that the concerts are ""free"" with admission, but PNE organizers need to do a better job of crowd management in informing people that in order to get into the free concert you have to be there at at least 5pm for a 8pm concert! Again, I've never seen the PNE this crowded and unorganized in the past 7 years. <br><br>Also, the game of thrones exhibit was fulll and you needed a ticket to get into it (NOT advertised at all). <br><br>It wasn't fun to be herded like cattle and treated poorly by the staff. I don't think I will be going back again.</span></div>",
Crystal Pool & Fitness Centre,4.0,Sports Complexes,7,#96 of 146 things to do in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/07/41/9a/6d/crystal-pool-fitness.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">We are staying in Victoria and wanted to get some exercise in briefly despite the rainy weather preventing exotic mountain hikes etc. Crystal pool was easy, clean, well-set out and cheap. Facilities were vast - we used weights and pool - no complaints.</span></div>",
Flood Falls,3.5,Waterfalls,4,#19 of 23 things to do in Hope,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1b/6a/e3/5b/photo3jpg.jpg),,
Parq Vancouver,3.5,Casinos,120,#141 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/15/c8/14/3d/parq-vancouver-exterior.jpg),"<div class=""WlYyy diXIH dDKKM"">Explore different ways to experience this place.</div>",2-3 hours
Dreamscapes Studio,4.5,Art Galleries,3,#6 of 9 things to do in Saturna Island,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/03/c3/ef/55/dreamscapes-studio.jpg),"<div class=""WlYyy diXIH dDKKM"">Thank you for visiting my studio. It's one of the perks of an open studio that I get to meet people from many places who have come to enjoy the pristine nature of our island.</div>",
Metzger Collection,4.5,Speciality Museums • History Museums,5,#34 of 60 things to do in Abbotsford,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/1f/72/f0/25/gutenberg-bible.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">This is an amazing collection of artifact replicas that chronicles various periods throughout history. Some very interesting pieces including the Rosetta Stone and the Shroud of Turin. Also, note the current theme portion focussed on the Faces of Jesus. Certainly worth spending some time in the well curated place.</span></div>",1-2 hours
Matsqui Recreation Centre,4.5,Sports Complexes,12,#31 of 60 things to do in Abbotsford,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/05/64/24/12/matsqui-recreation-centre.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">None of this two hour fun swims, on the weekend they had an 8 hour fun swim!  The entire pool is a wave pool, great unique slides and competent friendly staff.<br><br>Lockers are 50 cents!  I didn't have any change and paid by debit but the lady at the reception gave me 50 cents.  Thanks again!</span></div>",
Summerland Sunday Market,4.5,Farmers Markets,7,#25 of 40 things to do in Summerland,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0a/d8/b3/33/20150705-105102-largejpg.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">Not just the outdoor market but most of the Stores on Main Street are also open.  A lot to see and the merchandise id mainly of good quality.  If you are a visitor this id also a great opportunity to people watch from several of the casual restaurants ...... buy a coffee and take a seat!</span></div>",1-2 hours
Nicolum River Provincial Park,4.0,Parks,4,#20 of 23 things to do in Hope,,,
Mount Finlayson,4.5,Mountains,4,#93 of 146 things to do in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/14/3d/06/43/montes.jpg),,
Whaleboat Island Marine Provincial Park,4.5,Parks,2,#15 of 19 things to do in Ladysmith,,,
Trial Islands Lighthouse,4.5,Lighthouses,10,#92 of 146 things to do in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0a/9c/5a/f3/island-lighthouse.jpg),"<div class=""WlYyy diXIH dDKKM""><span class=""NejBf"">We have travelled to this lighthouse twice this year, once on a whale watching cruise and the second time with the Clipper passenger ferry! This iconic island is located in the Oak Bay area where it can be seen from many different ways and we enjoy the waterside view. There is a famous artist in Victoria that has painted some fantastic pictures of this Lighthouse.</span></div>",
