attraction_name,attraction_rating,attraction_category,num_reviews,rank_in_city,photo,about,suggested_duration
Ronning’s Garden,5.0,Gardens,1,#4 of 4 things to do in Holberg,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/19/60/d5/29/from-port-hardy-follow.jpg),"Norwegian settler, Bernt Ronning, established his homestead in 1910. Most settlers abandoned the area over the years, but Ronning continued making his life here into the early 1960's, working as a trapper, fisherman, and camp cook, while maintaining his prized garden. During the earliest years, Bernt Ronning cleared over five acres of rainforest in order to plant the wilderness garden of his dreams. A garden created from seeds, cuttings of trees, and exotic plants he ordered from around the world. As the years passed, the garden continued to grow in size and variety. In the late 60's and into the 70's the garden nearly disappeared under the encroaching brush and alders. Many of the trees grew into unusual shapes as they struggled to find their way to the light. The daffodils stopped blooming under a thick canopy of dense salmon berry bushes. Most of the hundreds of flowers in the terraced beds were lost. Today, the garden has once again been freed from the invading rainforest.",
Powell River Tennis Centre,5.0,Sports Complexes,1,#18 of 20 things to do in Powell River,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/15/18/ed/18/great-indoor-courts-with.jpg),"Powell River Tennis Centre is an indoor tennis facility with 2x hard surface courts, long working hours and coaching programs for all ages. The Centre is conveniently located in the middle of Westview area. You can rent a court or take a private lesson with our coach or join a group for group lessons or drop-in hitting sessions. A ball machine is available, too.",1-2 hours
Pete Murray's Corn Farm,5.0,Farms,4,#7 of 13 things to do in Chase,,,
Manitou Beach and Park,5.0,Beaches • Parks • Playgrounds,4,#18 of 20 things to do in Naramata,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/35/68/6a/manitou-beach-naramata.jpg),,
Lone Tree Hill Park,4.0,Hiking Trails,16,#78 of 146 things to do in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/62/2b/eb/one-of-the-views-along.jpg),,
Somenos Marsh Wildlife Society,4.5,Nature & Wildlife Areas,14,#17 of 33 things to do in Duncan,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/10/58/30/06/trumpeter-swans-entering.jpg),,1-2 hours
Castlegar Visitor Centre,5.0,Visitor Centres,2,#14 of 19 things to do in Castlegar,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/16/e8/56/fe/amazing-biking-trails.jpg),"Castlegar Visitor centre is located in the building of the Castlegar and District Chamber of Commerce, Economic and Tourism Development. All your need under one roof! Here we can help you plan your trip, books your stays and reserve your adventure. Free Wifi, regional brochures and a sanidump.",< 1 hour
Moore's Meadow Park,4.5,Parks,8,#15 of 50 things to do in Prince George,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/12/63/e6/1e/this-is-the-best-nature.jpg),,
Buccaneer Bay Provincial Park,5.0,State Parks • Nature & Wildlife Areas,1,#1 of 1 things to do in Buccaneer Bay Provincial Park,,,
Coho Park Trail,,Parks,,#33 of 34 things to do in Squamish,,,1-2 hours
Homesite Creek Falls,5.0,Nature & Wildlife Areas • Hiking Trails • Waterfalls,1,#1 of 1 things to do in Secret Cove,,,
Northwest Orient Airlines Flight 324,4.0,Points of Interest & Landmarks,1,#10 of 15 things to do in Sandspit,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/b9/c7/40/northwest-orient-flight.jpg),,< 1 hour
Burton City Cider,4.0,Speciality & Gift Shops • Farmers Markets,7,#1 of 1 Shopping in Burton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/b8/b7/5b/nice-rural-cidery-located.jpg),Farm based cidery located in the West Kootenays. Cidery tours and cider tastings available year round. Also offering deli foods and picnics throughout the summer,< 1 hour
Sea to Sky Marketplace,4.5,Airport Shops,5,#34 of 97 things to do in Richmond,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/f2/d6/fe/maybe-this-image-confuses.jpg),"British Columbia’s Sea to Sky corridor connecting Vancouver and Whistler is world renowned for its breathtaking views and picture-perfect landscapes. Set in a “beach to mountain” environment, shop for products that showcase the culture and art of the region including products for the home, an assortment of distinctive personal accessories, along with local gourmet delicacies.",
Little Long Studios,5.0,Art Galleries,2,#62 of 82 things to do in Penticton,,,
Alberni Valley Museum,4.5,Speciality Museums,17,#11 of 30 things to do in Port Alberni,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/04/4c/f0/fd/alberni-valley-museum.jpg),,
Airhouse Ltd,5.0,Sports Camps & Clinics • Sports Complexes,1,#28 of 34 things to do in Squamish,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/10/b9/31/c1/the-grey-zone.jpg),"We are a progressive freestyle training centre offering a wide range of Freestyle Trampoline, Parkour, Skateboard, and Gymnastics action sports programs. Our goal is to provide the best athletic experience in a safe and fun learning environment. Whether you are a kid just starting to learn the basics or a competitive athlete looking for professional training and coaching Airhouse is the place for you. We have Group and Private Lessons, Drop-In sessions, Lesson programs, Club, Camps, Events and More!",1-2 hours
Menzies Mountain Trail,4.5,Biking Trails • Hiking Trails,2,#24 of 34 things to do in Campbell River,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/11/dd/e9/cf/this-creek-could-be-rushing.jpg),,More than 3 hours
Qualicum Trading Post,4.0,Art Galleries • Antique Shops,19,#14 of 23 things to do in Qualicum Beach,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0e/4c/72/78/front-entrance-desk-with.jpg),West coast native art. Souvenirs,< 1 hour
West Lake Provincial Park,4.5,Parks,10,#18 of 50 things to do in Prince George,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/14/05/09/13/20180805-132333-largejpg.jpg),,
Fernie Arts Co-op,4.5,Art Galleries,7,#12 of 19 things to do in Fernie,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/12/a9/85/43/fernie-arts-co-op.jpg),,< 1 hour
Cascadia Martial Arts,5.0,Sports Camps & Clinics,1,#14 of 15 things to do in Parksville,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/d6/02/24/caption.jpg),Martial Arts school providing the following Programs: Kids Martial Arts Adult Martial Arts Kickboxing Check out our website for more info ... We hope to see you on the mats!! www.cascadiamartialarts-parksville.com,
Alberni Aquarium and Stewardship Centre,4.0,Aquariums,10,#20 of 30 things to do in Port Alberni,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0e/ba/c1/eb/alberni-aquarium-and.jpg),"The Alberni Aquarium is a hands on interactive aquarium designed with children in mind. Visitors can expect to mingle with salmon and learn about their journeys, climb into a 400 year old tree and touch a starfish. There are activities for children, as well as award winning videos of salmon and other sea creatures. Come on out and learn all about life at the edge of the Alberni Inlet.",< 1 hour
New Hazelton Lookout and Waterfall Trail,4.5,Hiking Trails,7,#4 of 7 things to do in New Hazelton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/80/90/0c/the-trail-to-the-waterfall.jpg),,
Vancouver Visitor Centre,4.5,Visitor Centres,342,#10 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/cd/22/6f/entrance-off-canada-place.jpg),"Currently operating as a Virtual Visitor Centre, you can connect with our team online via our website or through our link here: https://direct.lc.chat/7943841 Our professional, multilingual, highly trained staff can help you make the most of your Vancouver experience and plan your journeys into British Columbia and beyond. Operating Monday to Friday 9:00am - 12:00pm. After hours you can leave a message and you will receive a response the next business day.",< 1 hour
Cedar Creek Park,4.5,Parks,24,#49 of 97 things to do in Kelowna,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0b/85/c7/79/kiva-gives-4-woofs-several.jpg),,1-2 hours
Janet Dwyer Photography,5.0,Art Galleries,5,#26 of 43 things to do in Salt Spring Island,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1d/16/bc/62/in-the-midst-limited.jpg),"Using high resolution scanning technology, award-winning photographer Janet Dwyer captures botanical and nature scenes. Organic materials such as plants, feathers, bones, ice, and live insects find their way into her compositions, becoming part of a story or metaphor for human emotions and interactions. Limited Edition Prints, Artist's Proofs, cards and small prints available. Drop by during a studio opening or call for an appointment to visit.",< 1 hour
Disc Golf,5.0,Sports Complexes,3,#22 of 34 things to do in Campbell River,,,
Ringside Market,5.0,Flea & Street Markets,4,#10 of 14 things to do in Hornby Island,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/87/31/62/photo1jpg.jpg),,1-2 hours
Lansdowne Shopping Centre,3.0,Shopping Malls,13,#56 of 97 things to do in Richmond,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/13/22/af/58/caption.jpg),,1-2 hours
Uptown,4.0,Shopping Malls,21,#83 of 146 things to do in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/10/24/c2/f0/photo2jpg.jpg),,
Okanagan Lake Provincial Park,4.0,Parks,77,#18 of 40 things to do in Summerland,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/5e/8b/db/20160729-091230-largejpg.jpg),,
Gold Country Geotourism,5.0,Cemeteries • Mines • Scenic Walking Areas,1,#9 of 13 things to do in Cache Creek,,,1-2 hours
Fort St. John Visitor Information Centre,4.5,Speciality & Gift Shops • Visitor Centres • Arenas & Stadiums • Civic Centres • Coffee Shops,4,#1 of 1 Nightlife in Fort St. John,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/14/53/df/97/visitor-information-centre.jpg),"We have Certified Visitor Counsellors to assist with all of your travel needs! • Complimentary brochures • Free maps & maps for purchase • Up-to-date weather, road and event information • Free wi-fi • A great souvenir shop & more",< 1 hour
Salmon Arm Recreation,5.0,Sports Complexes,3,#17 of 46 things to do in Salmon Arm,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/18/14/c4/13/little-mountain-field.jpg),,1-2 hours
Courtenay & District Memorial Outdoor Pool,4.5,Water Parks,7,#20 of 30 things to do in Courtenay,,,
Willows Beach,4.5,Beaches,15,#65 of 146 things to do in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/d1/90/e0/photo1jpg.jpg),,
Post Office Antique Mall,4.5,Antique Shops,4,#11 of 19 things to do in Ladysmith,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/14/34/60/1b/a-fairly-big-antique.jpg),,1-2 hours
Cottonwood House Historic Site,4.5,Speciality Museums,24,#3 of 6 things to do in Barkerville,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/06/83/b3/15/cottonwood-house-historic.jpg),"Cottonwood House, is one of the last remaining roadhouses in British Columbia. With over 75 years of Boyd family legacy, a visit to this historic site will allow you to experience the rich history of the Cariboo region first hand. Cottonwood House was built in 1864 offering accommodation, meals, hardware and provisions to many on their journey along the Cariboo Wagon Road to Barkerville or Quesnel. Today, this 26 acre wheelchair accessible provincial heritage site is a tourist destination offering food, heritage interpretation, accommodation and more.",2-3 hours
River City Players,4.5,Theatres,3,#29 of 34 things to do in Campbell River,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/14/05/88/7e/side-mural.jpg),,1-2 hours
St. Ann's Academy National Historic Site,4.0,Points of Interest & Landmarks,47,#50 of 146 things to do in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/07/47/8f/bd/st-ann-s-academy-national.jpg),,
Squeezed Wines,4.5,Wineries & Vineyards,2,#47 of 53 things to do in Oliver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/14/1f/77/c9/getlstd-property-photo.jpg),"We are the wines you drink at home when you want a glass of wine after a long day, the wines that you sip on a patio on those warm summer nights, the wines you share with friends. Located in Oliver along Tucelnuit Drive our fruit forward wines are made to please your taste buds. Wines include: WHITE Blend, Gewurztraminer, RED Blend, Merlot, Syrah, Rose. Distillery opening summer 2019.",1-2 hours
Iris Griffith Wetlands,4.0,Nature & Wildlife Areas,26,#4 of 10 things to do in Madeira Park,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0f/f5/b4/54/photo1jpg.jpg),,
Kelowna Art Gallery,4.0,Art Galleries,44,#44 of 97 things to do in Kelowna,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/02/65/0f/db/kelowna-art-gallery.jpg),"Located in the heart of Kelowna's Cultural District, the Kelowna Art Gallery is the leading public art gallery in the Central Okanagan and is among the most respected in Western Canada. Over 700 works comprise the Gallery’s permanent collection, most by contemporary Canadian artists, with a focus on BC and Okanagan artists. Committed to providing public access to the visual arts, the Kelowna Art Gallery offers a wide variety of exhibitions, art classes, workshops, art camps, lectures, and events for people of all ages. The Gallery also serves as a gathering place for the community at large, and is frequently the site of both public and private special events.",
Samson V Maritime Museum,4.5,Speciality Museums • History Museums,7,#14 of 38 things to do in New Westminster,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0e/58/13/3d/samson-on-the-water.jpg),"The Samson V, launched in 1937, is the last surviving wooden steam-powered sternwheeler built for the federal Department of Public Works for use as a snag-boat on the Fraser River. At 418 gross tons and 115' on deck, she was the fifth in a series of similar vessels dating back to 1884 that cleared debris, maintained aids to navigation and government docks, performed surveys and served other functi",< 1 hour
Grant Bay Trail,5.0,Hiking Trails,4,#3 of 4 things to do in Holberg,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/0f/de/c1/grant-bay-trail.jpg),,2-3 hours
Treasure Cove Casino and Bingo,3.5,Casinos,60,#22 of 50 things to do in Prince George,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/10/95/8a/49/casino-floor.jpg),"The Treasure Cove Casino is the largest casino north of the mainland. We pride ourselves on also hosting the largest Bingo in the province of BC. With almost 700 bingo seats, over 500 slot machines and a full table pit, including Texas Hold Em poker we offer something for everyone. Due to open in early 2020 a 800 seat, state of the art showlounge which will attract acts from all over the world. Like us on Facebook to stay up to date with all our promotions and events.",
