restaurant_name,rating,num_reviews,rank_in_city,cost,categories
Sal y Limon,3.5 of 5 bubbles,47,"#182, of 668 Restaurants in Surrey",$$ - $$$,"Quick Bites,Mexican,Spanish"
Empire Garden,3.5 of 5 bubbles,131,"#32, of 42 Restaurants in Langley Township",$$ - $$$,"Chinese,Asian,Cantonese"
Gourmet Donuts & Coffee,4.0 of 5 bubbles,7,"#2, of 5 Coffee & Tea in Langley",$$ - $$$,
Chopsticks on Pho,4.5 of 5 bubbles,55,"#30, of 668 Restaurants in Surrey",$,"Asian,Vietnamese,Soups"
Morgan Crossing Starbucks,4.5 of 5 bubbles,12,"#2, of 33 Coffee & Tea in Surrey",,"Quick Bites,Canadian"
,,,"[None, None]",,
Bangkok Kitchen,4.0 of 5 bubbles,30,"#30, of 42 Restaurants in Langley Township",$$ - $$$,"Asian,Thai,Vegetarian Friendly"
Red Rose Restaurant White Rock,4.0 of 5 bubbles,53,"#24, of 78 Restaurants in White Rock",$$ - $$$,"Mediterranean,Greek,Vegetarian Friendly"
Japan Sushi,4.5 of 5 bubbles,8,"#29, of 42 Restaurants in Langley Township",,"Japanese,Sushi"
Triple O's,3.5 of 5 bubbles,19,"#10, of 14 Quick Bites in Langley City",$,"Quick Bites,Fast food,Canadian"
The Chopped Leaf,4.0 of 5 bubbles,23,"#5, of 14 Quick Bites in Langley City",$,"Quick Bites,Vegetarian Friendly,Vegan Options"
Waka Sushi Japanese Restaurant,4.0 of 5 bubbles,31,"#20, of 42 Restaurants in Langley Township",$$ - $$$,"Japanese,Sushi,Asian"
Big Ridge Brew Pub,4.0 of 5 bubbles,139,"#25, of 668 Restaurants in Surrey",$$ - $$$,"Bar,Pub,Canadian"
Morgans Restaurant and Wine Bar,3.5 of 5 bubbles,37,"#202, of 668 Restaurants in Surrey",$$ - $$$,"Bar,Wine Bar,Canadian"
Five Corners Vietnamese Restaurant,4.5 of 5 bubbles,82,"#11, of 78 Restaurants in White Rock",$$ - $$$,"Asian,Vietnamese,Soups"
Noodlebox,4.0 of 5 bubbles,15,"#159, of 668 Restaurants in Surrey",$$ - $$$,"Chinese,Indian,Asian"
Baja Cantina,4.5 of 5 bubbles,34,"#16, of 78 Restaurants in White Rock",$$ - $$$,"Mexican,Vegetarian Friendly"
McDonald's,4.0 of 5 bubbles,8,"#8, of 14 Quick Bites in Langley City",$,"Quick Bites,American,Fast food"
Loz TaKos,4.0 of 5 bubbles,3,"#38, of 57 Restaurants in Langley",,Mexican
Dragon River Chinese Restaurant,4.0 of 5 bubbles,12,"#74, of 143 Restaurants in Langley City",$$ - $$$,"Chinese,Asian"
Hanaya Japanese Restaurant,4.5 of 5 bubbles,44,"#53, of 668 Restaurants in Surrey",$$ - $$$,"Japanese,Sushi,Asian"
Five Corners Cafe,4.0 of 5 bubbles,81,"#14, of 78 Restaurants in White Rock",$,"Cafe,Diner,Canadian"
Barcelos Flame Grilled Chicken,4.5 of 5 bubbles,3,"#268, of 668 Restaurants in Surrey",$$ - $$$,"African,European,Portuguese"
Pizza Mantra,5.0 of 5 bubbles,3,"#20, of 57 Restaurants in Langley",$$ - $$$,"Indian,Pizza"
taka's,4.5 of 5 bubbles,83,"#13, of 78 Restaurants in White Rock",$$ - $$$,"Japanese,Sushi,Asian"
Dolce Gelato,4.5 of 5 bubbles,80,"#2, of 9 Coffee & Tea in White Rock",$,Dessert
KFC,3.5 of 5 bubbles,8,"#85, of 143 Restaurants in Langley City",$,American
Emilio Finatti Sicillian Pizzeria,4.0 of 5 bubbles,128,"#15, of 78 Restaurants in White Rock",$$ - $$$,"Italian,Pizza,Canadian"
Asakusa,4.0 of 5 bubbles,10,"#36, of 57 Restaurants in Langley",$$ - $$$,"Japanese,Sushi"
Peter's House Ice Cream,5.0 of 5 bubbles,2,"#1, of 2 Desserts in Langley",$,"Dessert,American,Asian"
Woo Korean BBQ,4.0 of 5 bubbles,6,"#231, of 668 Restaurants in Surrey",,"Asian,Korean"
Duffey's Sports Grill,3.5 of 5 bubbles,19,"#264, of 668 Restaurants in Surrey",$$ - $$$,"Bar,Pub,Canadian"
Bucky's West Coast Pizzeria,4.0 of 5 bubbles,22,"#113, of 668 Restaurants in Surrey",$$ - $$$,"Italian,Pizza,Canadian"
Bubble World,4.0 of 5 bubbles,8,"#80, of 143 Restaurants in Langley City",,"Asian,Taiwanese"
Wendy's,3.5 of 5 bubbles,3,"#120, of 143 Restaurants in Langley City",,
Menchie's,5.0 of 5 bubbles,6,"#31, of 42 Restaurants in Langley Township",,
Crispy Falafel,4.0 of 5 bubbles,32,"#8, of 26 Quick Bites in Surrey",$,"Quick Bites,Lebanese,Fast food"
Poultry in Motion,4.0 of 5 bubbles,114,"#18, of 78 Restaurants in White Rock",$$ - $$$,"Cafe,Canadian,Vegetarian Friendly"
Don Asian Kitchen,5.0 of 5 bubbles,2,"#291, of 668 Restaurants in Surrey",,Chinese
A&W Canada,4.0 of 5 bubbles,1,"#452, of 668 Restaurants in Surrey",,
La Charcuterie,4.5 of 5 bubbles,41,"#41, of 668 Restaurants in Surrey",$,"Deli,Canadian"
Sushi Mori,4.0 of 5 bubbles,44,"#75, of 668 Restaurants in Surrey",$$ - $$$,"Japanese,Sushi,Asian"
The Turkey House,3.5 of 5 bubbles,39,"#211, of 668 Restaurants in Surrey",$$ - $$$,"Cafe,Canadian"
Wok Box Grandview Corners,4.0 of 5 bubbles,7,"#267, of 668 Restaurants in Surrey",,Chinese
Panago Pizza,3.5 of 5 bubbles,7,"#121, of 143 Restaurants in Langley City",$$ - $$$,Pizza
Nando's Walnut Grove,4.0 of 5 bubbles,8,"#35, of 42 Restaurants in Langley Township",$$ - $$$,
Earls Kitchen And Bar,4.0 of 5 bubbles,1,"#432, of 668 Restaurants in Surrey",,American
The Chopped Leaf,4.0 of 5 bubbles,12,"#11, of 26 Quick Bites in Surrey",$$ - $$$,Quick Bites
Charlie Don't Surf,3.5 of 5 bubbles,373,"#12, of 78 Restaurants in White Rock",$$ - $$$,"Bar,Seafood,Canadian"
Fatburger,4.0 of 5 bubbles,2,"#368, of 668 Restaurants in Surrey",,"Fast food,Canadian"
White Spot,3.5 of 5 bubbles,32,"#7, of 19 Desserts in Surrey",$$ - $$$,"Dessert,American,Bar"
KFC / Taco Bell,2.0 of 5 bubbles,10,"#42, of 42 Restaurants in Langley Township",$,"Mexican,American"
Meltwich Food Co,5.0 of 5 bubbles,2,"#240, of 668 Restaurants in Surrey",,Canadian
La Baia,3.5 of 5 bubbles,117,"#29, of 78 Restaurants in White Rock",$$ - $$$,"Italian,Vegetarian Friendly"
Denny's,3.0 of 5 bubbles,44,"#41, of 42 Restaurants in Langley Township",$$ - $$$,"American,Canadian"
Showshaa,4.0 of 5 bubbles,50,"#71, of 668 Restaurants in Surrey",$$ - $$$,"Indian,Vegetarian Friendly,Vegan Options"
Abc Family Restaurant,3.5 of 5 bubbles,22,"#236, of 668 Restaurants in Surrey",$$ - $$$,Canadian
Bamboo,3.5 of 5 bubbles,16,"#413, of 668 Restaurants in Surrey",$$ - $$$,"Chinese,Asian"
Cornerstone Cafe,5.0 of 5 bubbles,12,"#21, of 42 Restaurants in Langley Township",$$ - $$$,"Cafe,Canadian"
Dairy Queen Grill & Chill,3.0 of 5 bubbles,7,"#4, of 5 Desserts in Langley City",$,"Dessert,American,Fast food"
Penang Szechuan Cuisine,4.0 of 5 bubbles,71,"#25, of 78 Restaurants in White Rock",$$ - $$$,"Chinese,Asian,Szechuan"
Signature Catering,5.0 of 5 bubbles,3,"#28, of 57 Restaurants in Langley",,Diner
Maple Sushi,4.0 of 5 bubbles,18,"#154, of 668 Restaurants in Surrey",$$ - $$$,"Japanese,Sushi,Asian"
Sapporo Kitchen,4.0 of 5 bubbles,40,"#44, of 668 Restaurants in Surrey",$$ - $$$,"Japanese,Sushi,Asian"
Pho Sunrise,4.5 of 5 bubbles,18,"#111, of 668 Restaurants in Surrey",$,"Asian,Vietnamese,Soups"
Simon Sushi,4.5 of 5 bubbles,16,"#23, of 42 Restaurants in Langley Township",$$ - $$$,"Japanese,Sushi"
Boston Pizza,3.5 of 5 bubbles,39,"#89, of 143 Restaurants in Langley City",$$ - $$$,"American,Bar,Pizza"
Panda Szechuan,3.5 of 5 bubbles,41,"#116, of 668 Restaurants in Surrey",$$ - $$$,"Chinese,Seafood,Asian"
Rose Mary Rock Salt Bagels,3.0 of 5 bubbles,2,"#563, of 668 Restaurants in Surrey",,American
Kiki's Restaurant,4.0 of 5 bubbles,51,"#56, of 668 Restaurants in Surrey",$$ - $$$,"Canadian,Vegetarian Friendly"
Quiznos,3.0 of 5 bubbles,3,"#119, of 143 Restaurants in Langley City",,
crazy cows ice cream and gelato,4.5 of 5 bubbles,24,"#3, of 8 Desserts in White Rock",$,"Dessert,Canadian"
Golden Lion Restaurant,3.0 of 5 bubbles,43,"#331, of 668 Restaurants in Surrey",$$ - $$$,"Chinese,Asian"
Subway,4.5 of 5 bubbles,2,"#361, of 668 Restaurants in Surrey",,"American,Fast food"
Clancy's Tea Cozy,4.0 of 5 bubbles,29,"#28, of 78 Restaurants in White Rock",$$ - $$$,"Cafe,Canadian"
Corner 23 Restaurant,3.5 of 5 bubbles,27,"#1,106, of 2,497 Restaurants in Vancouver",$$ - $$$,"Chinese,Asian,Taiwanese"
C-lovers,3.5 of 5 bubbles,15,"#207, of 668 Restaurants in Surrey",$$ - $$$,"Seafood,Canadian"
Ricky's Country Restaurant,3.0 of 5 bubbles,18,"#477, of 668 Restaurants in Surrey",$$ - $$$,Canadian
K W Gardens,3.0 of 5 bubbles,43,"#344, of 668 Restaurants in Surrey",$$ - $$$,"Chinese,Asian"
C-Lovers Fish & Chips,4.0 of 5 bubbles,9,"#194, of 668 Restaurants in Surrey",$$ - $$$,"Seafood,British,Canadian"
Yamako Japanese Restaurant,4.0 of 5 bubbles,26,"#204, of 668 Restaurants in Surrey",$$ - $$$,"Japanese,Sushi,Asian"
Browns Socialhouse,3.5 of 5 bubbles,70,"#77, of 668 Restaurants in Surrey",$$ - $$$,"Bar,Contemporary,Canadian"
Barrique Kitchen & Wine Bar,4.5 of 5 bubbles,27,"#27, of 78 Restaurants in White Rock",$$$$,French
Notti Biscotti,4.0 of 5 bubbles,15,"#279, of 668 Restaurants in Surrey",$$ - $$$,"Cafe,Canadian"
Fork N' Chopstix Chinese & Western Bistro,3.5 of 5 bubbles,23,"#91, of 143 Restaurants in Langley City",$$ - $$$,"Chinese,Asian"
The Boathouse Restaurant,3.5 of 5 bubbles,522,"#19, of 78 Restaurants in White Rock",$$ - $$$,"Seafood,Canadian,Vegetarian Friendly"
Baselines Pub,4.0 of 5 bubbles,45,"#100, of 668 Restaurants in Surrey",$$ - $$$,"Bar,Pub,Canadian"
Little India,4.5 of 5 bubbles,56,"#20, of 78 Restaurants in White Rock",$$ - $$$,"Indian,Vegetarian Friendly,Vegan Options"
Elements Casino's Diamond Buffet,2.0 of 5 bubbles,22,"#662, of 668 Restaurants in Surrey",$$ - $$$,
Cones Creamery,5.0 of 5 bubbles,20,"#2, of 8 Desserts in White Rock",$,"Dessert,Canadian"
Java Express,5.0 of 5 bubbles,13,"#3, of 9 Coffee & Tea in White Rock",$,"Cafe,Canadian"
White Spot,3.5 of 5 bubbles,66,"#134, of 668 Restaurants in Surrey",$$ - $$$,"American,Canadian"
West Village Cafe,5.0 of 5 bubbles,2,"#272, of 668 Restaurants in Surrey",$$ - $$$,"Healthy,Soups"
Miltomates Foods,5.0 of 5 bubbles,4,"#205, of 668 Restaurants in Surrey",,Mexican
Horhay Tex-mex Mexican,3.0 of 5 bubbles,2,"#562, of 668 Restaurants in Surrey",,
Heaven's Angels,4.5 of 5 bubbles,13,"#4, of 8 Desserts in White Rock",,"Dessert,Cafe"
Galaxy Pizza,5.0 of 5 bubbles,1,"#338, of 668 Restaurants in Surrey",,Canadian
Wendy's,3.5 of 5 bubbles,9,"#317, of 668 Restaurants in Surrey",$,"American,Canadian"
PITA PIT,2.0 of 5 bubbles,1,"#586, of 668 Restaurants in Surrey",,Greek
Pappa Leo's Pizza,4.5 of 5 bubbles,3,"#27, of 57 Restaurants in Langley",$,Pizza
Everbean Cafe,4.5 of 5 bubbles,10,"#3, of 33 Coffee & Tea in Surrey",$$ - $$$,"Cafe,Healthy,Canadian"
A&W,3.0 of 5 bubbles,16,"#20, of 26 Quick Bites in Surrey",$,"Quick Bites,Fast food"
White Rock Indian Flavours,4.5 of 5 bubbles,8,"#32, of 78 Restaurants in White Rock",$$ - $$$,Indian
Domino's Pizza,4.0 of 5 bubbles,2,"#426, of 668 Restaurants in Surrey",,Pizza
IHOP,3.5 of 5 bubbles,41,"#213, of 668 Restaurants in Surrey",$$ - $$$,"American,Canadian,Vegetarian Friendly"
Starbucks,5.0 of 5 bubbles,6,"#8, of 33 Coffee & Tea in Surrey",,Cafe
Momo Taro Japanese Restaurant,5.0 of 5 bubbles,9,"#120, of 668 Restaurants in Surrey",,Japanese
Up Town Pizza,4.0 of 5 bubbles,15,"#42, of 78 Restaurants in White Rock",$,Pizza
Hillcrest Bakery & Deli,4.0 of 5 bubbles,15,"#41, of 78 Restaurants in White Rock",$$ - $$$,"Cafe,Canadian"
Imperial Garden Chinese Cuisine,3.5 of 5 bubbles,16,"#196, of 668 Restaurants in Surrey",$$ - $$$,"Chinese,Seafood,Asian"
Sawbucks Neighborhood Pub,3.5 of 5 bubbles,75,"#203, of 668 Restaurants in Surrey",$$ - $$$,"Bar,Pub,Canadian"
Samsara Restaurant,5.0 of 5 bubbles,3,"#233, of 668 Restaurants in Surrey",,Indian
Port Kell's Cafeteria,4.0 of 5 bubbles,2,"#443, of 668 Restaurants in Surrey",,
Oceanside Public House,3.5 of 5 bubbles,146,"#30, of 78 Restaurants in White Rock",$$ - $$$,"Bar,Gastropub,Gluten Free Options"
Leieve Tea,5.0 of 5 bubbles,5,"#4, of 9 Coffee & Tea in White Rock",,Cafe
Quiznos,3.5 of 5 bubbles,5,"#520, of 668 Restaurants in Surrey",,
Townhall Public House South Surrey,3.5 of 5 bubbles,40,"#249, of 668 Restaurants in Surrey",$$ - $$$,"Bar,Gastropub,Canadian"
Men's Noodle House,4.0 of 5 bubbles,2,"#388, of 668 Restaurants in Surrey",,"Chinese,Asian"
Starbucks,3.0 of 5 bubbles,14,"#29, of 33 Coffee & Tea in Surrey",$$ - $$$,Quick Bites
Quiznos,3.0 of 5 bubbles,1,"#535, of 668 Restaurants in Surrey",,
Kaffina Coffee,4.0 of 5 bubbles,4,"#19, of 33 Coffee & Tea in Surrey",,Cafe
McDonald's,3.0 of 5 bubbles,2,"#39, of 42 Restaurants in Langley Township",,Fast food
Tim Hortons,3.0 of 5 bubbles,3,"#534, of 668 Restaurants in Surrey",,
Menz Noodle House,4.5 of 5 bubbles,2,"#315, of 668 Restaurants in Surrey",,"Chinese,Asian"
White Spot,3.0 of 5 bubbles,19,"#295, of 668 Restaurants in Surrey",$$ - $$$,"Canadian,Vegetarian Friendly"
Subway,3.5 of 5 bubbles,2,"#509, of 668 Restaurants in Surrey",,Fast food
Pho Hoa Noodle Soup,4.0 of 5 bubbles,2,"#376, of 668 Restaurants in Surrey",,
Pizza Hut,3.5 of 5 bubbles,4,"#401, of 668 Restaurants in Surrey",$$ - $$$,Pizza
Danica's Bistro,5.0 of 5 bubbles,1,"#474, of 668 Restaurants in Surrey",,
Mashawee Lebanese Grill,4.0 of 5 bubbles,4,"#57, of 78 Restaurants in White Rock",,
Subway,3.0 of 5 bubbles,4,"#582, of 668 Restaurants in Surrey",,Deli
Mary Browns,4.0 of 5 bubbles,2,"#330, of 668 Restaurants in Surrey",$$ - $$$,Canadian
Rosemary Rocksalt,1.0 of 5 bubbles,1,"#633, of 668 Restaurants in Surrey",,
Damianos Pizza,4.5 of 5 bubbles,8,"#43, of 78 Restaurants in White Rock",$,"Italian,Pizza,Fast food"
Turkey Deli Cafe & Store,4.0 of 5 bubbles,6,"#54, of 78 Restaurants in White Rock",$$ - $$$,Deli
Primo's Mexican Grill,3.5 of 5 bubbles,70,"#33, of 78 Restaurants in White Rock",$$ - $$$,"Mexican,Vegetarian Friendly,Vegan Options"
The Coffee Mill,4.5 of 5 bubbles,3,"#5, of 9 Coffee & Tea in White Rock",,Canadian
Dutch Pannekoek House,4.0 of 5 bubbles,2,"#390, of 668 Restaurants in Surrey",,Fast food
Dairy Queen Grill & Chill,3.5 of 5 bubbles,9,"#13, of 19 Desserts in Surrey",,
Tim Hortons,4.0 of 5 bubbles,1,"#435, of 668 Restaurants in Surrey",,
Flaming Ice,3.5 of 5 bubbles,3,"#440, of 668 Restaurants in Surrey",$$$$,"Bar,Pub"
Newton Pizza,3.0 of 5 bubbles,11,"#577, of 668 Restaurants in Surrey",$$ - $$$,Pizza
Crispy Falafel,3.0 of 5 bubbles,5,"#73, of 78 Restaurants in White Rock",,
Jerusalem Grill,4.0 of 5 bubbles,28,"#95, of 668 Restaurants in Surrey",$$ - $$$,"Middle Eastern,Vegetarian Friendly"
The Baron's Manor Pub,3.0 of 5 bubbles,22,"#576, of 668 Restaurants in Surrey",$$ - $$$,"American,Bar,Pub"
Orange Julius,4.0 of 5 bubbles,1,"#476, of 668 Restaurants in Surrey",,
Don Asian Kitchen,3.5 of 5 bubbles,11,"#60, of 78 Restaurants in White Rock",$$ - $$$,"Chinese,Asian,Szechuan"
Islands Cafe,4.0 of 5 bubbles,8,"#55, of 78 Restaurants in White Rock",$$ - $$$,"Cafe,Healthy"
A&W,3.5 of 5 bubbles,2,"#479, of 668 Restaurants in Surrey",,"American,Fast food"
Leaf Tea,4.0 of 5 bubbles,1,"#26, of 33 Coffee & Tea in Surrey",$,"American,Asian,British"
Belle's Cafe,4.0 of 5 bubbles,41,"#69, of 668 Restaurants in Surrey",$$ - $$$,"Cafe,Canadian,Vegetarian Friendly"
Blenz,3.5 of 5 bubbles,2,"#447, of 668 Restaurants in Surrey",,
"Alebrijes, White Rock",4.0 of 5 bubbles,11,"#40, of 78 Restaurants in White Rock",$$ - $$$,Mexican
CCTV Chinese Restaurant,4.0 of 5 bubbles,19,"#36, of 78 Restaurants in White Rock",$$ - $$$,"Chinese,Asian,Szechuan"
Han's Grill,5.0 of 5 bubbles,1,"#67, of 78 Restaurants in White Rock",,Canadian
Dairy Queen Grill & Chill,3.0 of 5 bubbles,8,"#575, of 668 Restaurants in Surrey",$,
Walnut Grove Pub,2.5 of 5 bubbles,11,"#57, of 57 Restaurants in Langley",$$ - $$$,"Brew Pub,Bar,Pub"
A&W Restaurant,4.0 of 5 bubbles,2,"#424, of 668 Restaurants in Surrey",,"American,Fast food"
Starbucks,4.0 of 5 bubbles,5,"#20, of 33 Coffee & Tea in Surrey",$$ - $$$,Cafe
Sandcastle Sea Shoppe & Ice Cream Parlour,3.0 of 5 bubbles,2,"#74, of 78 Restaurants in White Rock",,
Shinjuku Japanese Restaurant,4.0 of 5 bubbles,8,"#49, of 78 Restaurants in White Rock",$$ - $$$,"Japanese,Sushi"
Edo Japan Southpoint exchange,2.5 of 5 bubbles,7,"#611, of 668 Restaurants in Surrey",$,Japanese
Dragon's Chopsuey House,4.0 of 5 bubbles,11,"#163, of 668 Restaurants in Surrey",$$ - $$$,Chinese
Sushi Iwa,5.0 of 5 bubbles,3,"#47, of 78 Restaurants in White Rock",$$ - $$$,"Japanese,Bar,Seafood"
Nourish,4.0 of 5 bubbles,1,"#71, of 78 Restaurants in White Rock",,
Famous Rome Ice Cream,3.0 of 5 bubbles,1,"#8, of 8 Desserts in White Rock",$,Dessert
Tim Hortons,2.0 of 5 bubbles,1,"#53, of 57 Restaurants in Langley",,
Ricky's All Day Grill,3.0 of 5 bubbles,16,"#569, of 668 Restaurants in Surrey",$$ - $$$,Canadian
Knuckles Bar & Grill,4.0 of 5 bubbles,12,"#46, of 78 Restaurants in White Rock",$$ - $$$,
Beijing Restaurant,4.0 of 5 bubbles,25,"#45, of 78 Restaurants in White Rock",$$ - $$$,"Chinese,Asian"
Indian Kitchen,3.5 of 5 bubbles,7,"#69, of 78 Restaurants in White Rock",,Indian
Noodle Island,4.0 of 5 bubbles,34,"#123, of 668 Restaurants in Surrey",$,"Asian,Vietnamese,Soups"
Pelican Rouge Café,4.0 of 5 bubbles,1,"#8, of 9 Coffee & Tea in White Rock",,Cafe
"The Ocean Beach Crafts, Drafts & Eats",5.0 of 5 bubbles,4,"#44, of 78 Restaurants in White Rock",$,"Pub,Beer restaurants"
Andy's Gourmet Desserts,5.0 of 5 bubbles,1,"#7, of 8 Desserts in White Rock",,"Dessert,Cafe"
Holly's,5.0 of 5 bubbles,1,"#68, of 78 Restaurants in White Rock",,Cafe
Nami Japanese Restaurant,5.0 of 5 bubbles,1,"#62, of 78 Restaurants in White Rock",,"Japanese,Sushi,Japanese Fusion"
Bhaia Sweet Shop & Restaurant,4.0 of 5 bubbles,3,"#363, of 668 Restaurants in Surrey",$$ - $$$,Indian
The Wafflers,5.0 of 5 bubbles,6,"#39, of 78 Restaurants in White Rock",$,"Belgian,European"
Fresh Street Market,4.0 of 5 bubbles,10,"#227, of 668 Restaurants in Surrey",$$ - $$$,Canadian
Dock's Fish & Chips,3.0 of 5 bubbles,30,"#72, of 78 Restaurants in White Rock",$$ - $$$,"Seafood,British,Canadian"
Kyou Sushi,3.5 of 5 bubbles,3,"#66, of 78 Restaurants in White Rock",,"Japanese,Sushi"
Galaxie Craft Brewhouse,5.0 of 5 bubbles,1,"#61, of 78 Restaurants in White Rock",,
Shochiku Japanese Restaurant,3.0 of 5 bubbles,18,"#75, of 78 Restaurants in White Rock",$$ - $$$,"Japanese,Sushi,Asian"
Ocean Rock Bistro,4.5 of 5 bubbles,2,"#58, of 78 Restaurants in White Rock",,"American,Seafood"
Pho Boi,3.5 of 5 bubbles,7,"#64, of 78 Restaurants in White Rock",$,Vietnamese
Papa Joe's Pizza,4.5 of 5 bubbles,3,"#285, of 668 Restaurants in Surrey",,
Ming Yan Seafood Restaurant,3.0 of 5 bubbles,8,"#589, of 668 Restaurants in Surrey",$$ - $$$,"Chinese,Seafood"
Sunny Dragon Restaurant,4.0 of 5 bubbles,6,"#239, of 668 Restaurants in Surrey",,Japanese
Daisee's Bake Shop,4.5 of 5 bubbles,4,"#245, of 668 Restaurants in Surrey",,Canadian
Full Ramen,4.0 of 5 bubbles,30,"#112, of 668 Restaurants in Surrey",$$ - $$$,"Japanese,Asian,Soups"
A&W Restaurant,4.0 of 5 bubbles,27,"#14, of 26 Quick Bites in Surrey",$,"Quick Bites,American,Fast food"
Le Sasquatch,5.0 of 5 bubbles,1,"#63, of 78 Restaurants in White Rock",,Canadian
Rock City Burgers & Bar,4.0 of 5 bubbles,6,"#50, of 78 Restaurants in White Rock",,Canadian
West Beach Bar and Grill,3.5 of 5 bubbles,74,"#48, of 78 Restaurants in White Rock",$$ - $$$,"Bar,Pub,Canadian"
Sandbar bistro,4.0 of 5 bubbles,5,"#59, of 78 Restaurants in White Rock",$$ - $$$,Canadian
Great Pizza 2 for 1,5.0 of 5 bubbles,4,"#190, of 668 Restaurants in Surrey",,
Golden Panda Restaurant Ltd,3.0 of 5 bubbles,35,"#574, of 668 Restaurants in Surrey",$,"Chinese,Asian,Cantonese"
Pantry Hospitality Corp,2.0 of 5 bubbles,1,"#584, of 668 Restaurants in Surrey",,
Healthy Monkey Cafe,3.0 of 5 bubbles,21,"#3, of 3 Quick Bites in White Rock",$$ - $$$,"Quick Bites,Contemporary,Canadian"
Beansprout Bubble Tea House,1.0 of 5 bubbles,1,"#33, of 33 Coffee & Tea in Surrey",,
German Doner Kebab,4.0 of 5 bubbles,16,"#129, of 668 Restaurants in Surrey",$,"German,Fast food,European"
Salty's Fish and Chips,3.5 of 5 bubbles,12,"#450, of 668 Restaurants in Surrey",$$ - $$$,Canadian
Assini Pizza,4.0 of 5 bubbles,17,"#118, of 668 Restaurants in Surrey",$$ - $$$,"Mediterranean,Greek"
Seaside Coffee Shop,3.0 of 5 bubbles,2,"#9, of 9 Coffee & Tea in White Rock",,
Finest Cup,5.0 of 5 bubbles,1,"#16, of 33 Coffee & Tea in Surrey",,
Wendy's,4.0 of 5 bubbles,2,"#423, of 668 Restaurants in Surrey",,
50 Flavors Ice Cream,4.0 of 5 bubbles,1,"#6, of 8 Desserts in White Rock",,"Dessert,Canadian"
Coyote Creek Golf & Country Club,3.5 of 5 bubbles,10,"#287, of 668 Restaurants in Surrey",$$ - $$$,Canadian
Papa John's Pizza,2.0 of 5 bubbles,11,"#657, of 668 Restaurants in Surrey",$,"Pizza,Canadian"
Taco Del Mar,3.5 of 5 bubbles,7,"#345, of 668 Restaurants in Surrey",$,Mexican
Five Star Sweets & Restaurant,4.5 of 5 bubbles,2,"#384, of 668 Restaurants in Surrey",,
Whitby's Coffee House,3.5 of 5 bubbles,10,"#7, of 9 Coffee & Tea in White Rock",$,
Yoko Sushi & Noodle House,4.0 of 5 bubbles,6,"#288, of 668 Restaurants in Surrey",$$ - $$$,"Sushi,Asian"
The White Coffee and Ice Cream,3.5 of 5 bubbles,23,"#6, of 9 Coffee & Tea in White Rock",$,"Dessert,Cafe,Canadian"
The B.E.A.C.H. Kitchen and Cocktails,4.0 of 5 bubbles,1,"#70, of 78 Restaurants in White Rock",,"Cafe,Barbecue"
Mr. Pei's Restaurant,2.5 of 5 bubbles,9,"#642, of 668 Restaurants in Surrey",$$ - $$$,Chinese
Bin 101 Wine & Tapas Bar,4.0 of 5 bubbles,133,"#78, of 78 Restaurants in White Rock",$$ - $$$,"Contemporary,Healthy,Wine Bar"
The Greek Corner Restaurant,4.0 of 5 bubbles,52,"#65, of 668 Restaurants in Surrey",$$ - $$$,"Mediterranean,Greek,Vegetarian Friendly"
Aji Sushi Family Kitchen,1.0 of 5 bubbles,1,"#640, of 668 Restaurants in Surrey",$,Japanese
Royal Oak Pizza,3.5 of 5 bubbles,42,"#166, of 668 Restaurants in Surrey",$$ - $$$,"Pizza,Mediterranean,Greek"
Triple O's,4.5 of 5 bubbles,4,"#271, of 668 Restaurants in Surrey",$,Fast food
A&W Restaurant,4.0 of 5 bubbles,65,"#3, of 26 Quick Bites in Surrey",$,"Quick Bites,Fast food,Canadian"
On Yuen Resturant,4.0 of 5 bubbles,44,"#86, of 668 Restaurants in Surrey",$$ - $$$,"Chinese,Asian,Cantonese"
Sho Chiku Sushi Restaurant,2.0 of 5 bubbles,2,"#76, of 78 Restaurants in White Rock",$$ - $$$,
McDonald's,2.5 of 5 bubbles,4,"#632, of 668 Restaurants in Surrey",,American
